question_id,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,r1,r2,s,ground_truth
6f207a23-18c4-4987-bab7-fddfae661714,123.91644,143.40355,113.943375,145.30159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.91644,143.40355,113.943375,145.30159,1.0,0,0.6931471805599453,247.83289,0
6f207a23-18c4-4987-bab7-fddfae661714,122.8419,141.88414,113.22014,143.62344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.8419,141.88414,113.22014,143.62344,1.0,1,0.4054651081081644,245.6838,2
6f207a23-18c4-4987-bab7-fddfae661714,20.419167,2.5694468,1.3205023,2.6257398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.419167,2.5694468,1.3205023,2.6257398,0.5,2,0.2876820724517809,40.838333,0
6f207a23-18c4-4987-bab7-fddfae661714,18.344345,7.031152,4.6725154,7.1753135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.344345,7.031152,4.6725154,7.1753135,0.3125,3,0.22314355131420976,36.68869,0
6f207a23-18c4-4987-bab7-fddfae661714,17.346441,5.418591,5.0617566,5.6490655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.346441,5.418591,5.0617566,5.6490655,0.275,4,0.18232155679395462,34.692883,0
6f207a23-18c4-4987-bab7-fddfae661714,16.918503,2.0396833,0.14816806,2.05569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.918503,2.0396833,0.14816806,2.05569,0.32500002,5,0.1541506798272583,33.837006,0
6f207a23-18c4-4987-bab7-fddfae661714,16.627901,1.9708675,0.2454471,2.184534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.627901,1.9708675,0.2454471,2.184534,0.3125,6,0.13353139262452263,33.255802,0
6f207a23-18c4-4987-bab7-fddfae661714,16.400654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.400654,0.0,0.0,0.0,0.2875,7,0.11778303565638346,32.801308,0
6f207a23-18c4-4987-bab7-fddfae661714,16.213737,5.910867,3.4939406,6.128575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.213737,5.910867,3.4939406,6.128575,0.3125,8,0.1053605156578263,32.427475,0
6f207a23-18c4-4987-bab7-fddfae661714,16.184263,0.0059554093,0.0,0.0059554093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.184263,0.0059554093,0.0,0.0059554093,0.425,9,0.09531017980432487,32.368526,0
