"""<p>What is the effectiveness of pre-training of unsupervised deep learning?</p><br><br><p>Does unsupervised deep learning actually work?</p><br>""",ai
"""<p>Are search engines considered AI because of the way they analyze what you search for and remember it? Or how they send you ads of what you've searched for recently? Is this considered AI or just smart?</p><br>""",ai
"""<p>In a feedforward neural network the inputs are fed directly to the outputs via a series of <strong>weights</strong>.</p><br><br><p>What purpose do the weights serve and how are they significant in this neural network?</p><br>""",ai
"""<p>I'm pretty sure this a noob-y question, but what is Deep Network? As of now it is the most popular tag on AI. Is there a reason for this? </p><br><br><hr><br><br><p>Please note, I am not asking how to distinguish a deep network from a neural network, I am simply asking for the definition of deep network.</p><br>""",ai
"""<p>I believe that Classical AI uses deductive thought processes. For example, given as a set of constraints, deduce a conclusion.  What are some examples of successfully applying Classical AI to real world problems.</p><br>""",ai
"""<p>In <a href=""https://youtu.be/oSdPmxRCWws?t=30"">this video</a> an expert says, ""One way of thinking about what intelligence is [specifically with regard to artificial intelligence], is as an optimization process.""</p><br><br><p>Can intelligence always be thought of as an optimization process, and can artificial intelligence always be modeled as an optimization problem? What about pattern recognition? Or is he mischaracterizing?</p><br>""",ai
"""<p>What specific advantages of declarative languages make them more applicable to AI than imperative languages?  What can declarative languages do easily that other languages styles find difficult for this kind of problem?</p><br>""",ai
"""<p>In years past, GOFAI (Good Old Fashioned AI) was heavily based on ""rules"" and <a href=""https://en.wikipedia.org/wiki/Symbolic_artificial_intelligence"" rel=""nofollow"">symbolic computation</a> based on rules.  Unfortunately, that approach ran into stumbling blocks, and the world moved heavily towards statistical / probabilistic approaches leading to the current wave of interest in ""machine learning"".</p><br><br><p>It seems though, that the symbolic / rule based approach probably still has application. So, could one ""learn"" rules using a probabilistic <a href=""https://en.wikipedia.org/wiki/Rule_induction"" rel=""nofollow"">rule induction</a> method, and then layer symbolic computation on top?  If so, how could the whole process be made truly two-way, so that something ""learned"" from processing rules, can be fed back into how the system learns rules? </p><br>""",ai
"""<p>Which deep neural network is used in <a href=""https://en.wikipedia.org/wiki/Google_self-driving_car"" rel=""nofollow"">Google's driverless cars</a> to analyse the surroundings? Is this information is open?</p><br>""",ai
"""<p>Two common activation functions used in deep learning are the hyperbolic tangent function and the sigmoid activation function. I understand that the hyperbolic tangent is just a rescaling and translation of the sigmoid function (i,e tanh(z) = 2*sigma(z) - 1). </p><br><br><p>Is there a significant difference between these two activation functions, and in particular, <strong>when is one preferable to the other</strong>?</p><br><br><p>I realize that in some cases (like when estimating probabilities) outputs in the range of [0,1] are more convenient than outputs that range from [-1,1]. I want to know if there are differences <strong>other than convenience</strong> which distinguish the two activation functions.</p><br>""",ai
"""<p><a href=""http://ai.stackexchange.com/questions/10/what-is-fuzzy-logic"">Fuzzy logic</a> is the logic where every statement can have any real truth value between 0 and 1.</p><br><br><p>How can fuzzy logic be used in creating AI? Is it useful for certain decision problems involving multiple inputs? Can you give an example of an AI that uses it?</p><br>""",ai
"""<p>In <a href=""http://users.ox.ac.uk/~jrlucas/Godel/mmg.html"" rel=""nofollow"">Minds, Machines and Gödel</a> (1959), J. R. Lucas shows that any human mathematician can not be represented by an algorithmic automaton (a Turing Machine, but any computer is equivalent to it by the Church-Turing thesis), using Gödel's incompleteness theorem. </p><br><br><p>As I understand it, he states that since the computer is an algorithm and hence a formal system, Gödel's incompleteness theorem applies. But a human mathematician also has to work in a formal axiom system to prove a theorem, so wouldn't it apply there as well? </p><br>""",ai
"""<p>Back in college, I had a Complexity Theory teacher who stated that artificial intelligence was a contradiction in terms. If it could be calculated mechanically, he argued, it wasn't intelligence.</p><br><br><p>This seems to be a variant of the Chinese Room argument. This argument is a metaphor, where  a person is put in a room full of Chinese books. This person doesn't understand a word of Chinese, but is slipped messages in Chinese under the door. The person has to use the books, which contain transformation rules, to answer these messages. The person can apply the transformation rules, but does not understand what (s)he is communicating.</p><br><br><p>Does the chinese room argument hold? Can we argue that artificial intelligence is merely clever algorithmics?</p><br>""",ai
"""<p>What are the main differences between <a href=""https://en.wikipedia.org/wiki/Boltzmann_machine"" rel=""nofollow"">Deep Boltzmann Machines</a> (DBM) recurrent neural network and <a href=""https://en.wikipedia.org/wiki/Deep_belief_network"" rel=""nofollow"">Deep Belief Network</a> (which is based on RBMs)?</p><br>""",ai
"""<p>An ultraintelligent machine is a machine that can surpass all intellectual activities by any human, and such machine is often used in science fiction as a machine that brings mankind to an end. </p><br><br><p>Any machine is executed using an algorithm. By the Church-Turing thesis, any algorithm that can be executed by a modern computer can be executed by a Turing Machine. However, a human can easily simulate a Turing Machine. Doesn't this mean that a machine can't surpass all intellectual activities, since we can also execute the algorithm?</p><br><br><p>This argument is most likely flawed, since my intuition tells me that  ultraintelligent machines are possible. However, it is not clear to me where the flaw is. Note that this is my own argument. </p><br>""",ai
"""<p>From Wikipedia:</p><br><br><blockquote><br>  <p>AIXI ['ai̯k͡siː] is a theoretical mathematical formalism for artificial general intelligence. It combines Solomonoff induction with sequential decision theory. AIXI was first proposed by Marcus Hutter in 2000[1] and the results below are proved in Hutter's 2005 book Universal Artificial Intelligence.[2]</p><br></blockquote><br><br><p>Albeit non-computable, approximations are possible, such as <em>AIXItl</em>. Finding approximations to AIXI could be an objective way for solving AI.</p><br><br><p>My question is: is <em>AIXI</em> really a big deal in artificial <em>general</em> intelligence research? Can it be thought as a central concept for the field? If so, why don't we have more publications on this subject (or maybe we have and I'm not aware of them)?</p><br>""",ai
"""<p>In what ways can connectionist artificial intelligence (neural networks) be integrated with <em>Good Old-Fashioned A.I.</em> (<em>GOFAI</em>)? For instance, how could deep neural networks be integrated with knowledge bases or logical inference? One such example seems to be the <a href=""http://wiki.opencog.org/w/DestinOpenCog"" rel=""nofollow"">OpenCog + Destin integration</a>.</p><br>""",ai
"""<p>It is proved that a recurrent neural net with rational weights can be a super-Turing machine. Can we achieve this in practice ?</p><br>""",ai
"""<p>Given the proven <a href=""https://en.wikipedia.org/wiki/Halting_problem"">halting problem</a> for <a href=""https://en.wikipedia.org/wiki/Turing_machine"">Turing machines</a>, can we infer limits on the ability of strong Artificial Intelligence?</p><br>""",ai
"""<p>By default using <a href=""https://en.wikipedia.org/wiki/DeepDream"" rel=""nofollow"">DeepDream</a> technique you can creating a dreamlike image out of two different images.</p><br><br><p>Is it possible to easily enhance this technique to generate one image out from three?</p><br>""",ai
"""<p>Can autoencoders be used for supervised learning <em>without adding an output layer</em>? Can we simply feed it with a concatenated input-output vector for training, and reconstruct the output part from the input part when doing inference? The output part would be treated as missing values during inference and some imputation would be applied.</p><br>""",ai
"""<p>From Wikipedia:</p><br><br><blockquote><br>  <p>A mirror neuron is a neuron that fires both when an animal acts and when the animal observes the same action performed by another.</p><br></blockquote><br><br><p>Mirror neurons are related to imitation learning, a very useful feature that is missing in current real-world A.I. implementations. Instead of learning from input-output examples (supervised learning) or from rewards (reinforcement learning), an agent with mirror neurons would be able to learn by simply observing other agents, translating their movements to its own coordinate system. What do we have on this subject regarding computational models?</p><br>""",ai
"""<p>If I have a paragraph I want to summarize, for example:</p><br><br><blockquote><br>  <p>Ponzo and Fila went to the mall during the day. They walked for a long while, stopping at shops. They went to many shops. At first, they didn't buy anything. After going to a number of shops, they eventually bought a shirt, and a pair of pants.</p><br></blockquote><br><br><p>Better summarized as:</p><br><br><blockquote><br>  <p>They shopped at the mall today and bought some clothes.</p><br></blockquote><br><br><p>What is the best AI strategy to automate this process, if there is one? If there isn't, is it because it would be dependent on first having an external information resource that would inform any algorithm? Or is it because the problem is inherently contextual?</p><br>""",ai
"""<p>What happens if you apply the same <a href=""https://en.wikipedia.org/wiki/DeepDream"" rel=""nofollow"">deep dream technique</a> which produces ""dream"" visuals, but to media streams such as audio files?</p><br><br><p>Does changing image functions into audio and enhancing the logic would work, or it won't work or doesn't make any sense?</p><br><br><p>My goal is to create ""dream"" like audio based on the two samples.</p><br>""",ai
"""<p>With which neural network it is possible to scale the learning between the independent networks?</p><br><br><p>For example given the stream of images one network is trained to recognise cats, another dogs, and so on, all of them are talking to the main visual network which is responsible for making some decision and pass the analysis to the main ""brain"" network. Then another network of neural network are given the audio so each network can recognise specific pattern, then they talk to the common audio specific network which talks to the main ""brain"" network (mentioned before). In other words, something like a robot.</p><br><br><p>Which type of network would be the most suitable and scalable for such configuration, so you can easily extend it for additional separate network modules? Does it matter which type of deep network (or not deep) I should choose, or not?</p><br>""",ai
"""<p>In <a href=""https://en.wikipedia.org/wiki/DeepDream"" rel=""nofollow"">DeepDream</a> wikipedia page it's suggested that a dreamlike images created by a convolutional neural network may be related to how visual cortex works in humans when they're tripping.</p><br><br><blockquote><br>  <p>The imagery to LSD- and psilocybin-induced hallucinations is suggestive of a functional resemblance between artificial neural networks and particular layers of the visual cortex.</p><br></blockquote><br><br><p>How this is even possible?</p><br><br><p>How exactly convolutional neural networks have anything to do with human visual cortex?</p><br>""",ai
"""<p>This 2014 <a href=""https://medium.com/the-physics-arxiv-blog/first-demonstration-of-artificial-intelligence-on-a-quantum-computer-17a6b9d1c5fb"" rel=""nofollow"">article</a> saying that a Chinese team of physicists have trained a quantum computer to recognise handwritten characters.</p><br><br><p><strong>Why did they have to use a quantum computer</strong> to do that?</p><br><br><p>Is it just for fun and demonstration, or is it that recognising the handwritten characters is so difficult that standard (non-quantum) computers or algorithms cannot do that?</p><br><br><p>If standard computers can achieve the same thing, what are the benefits of using quantum computers to do that then over standard methods?</p><br>""",ai
"""<p>Is it possible that at some time in the future, AIs will be able to initiatively develop themselves, rather than passively being developed by humanity?</p><br>""",ai
"""<p>Which is the preferred algorithm to build word vector for a given language?</p><br>""",ai
"""<p>How to decide the optimum number of layers to be created while implementing a Neural Network (Feedforward, back propagation or RNN)?</p><br>""",ai
"""<p>Have there been proposed extensions to go beyond a Turing machine that solve the halting problem and if so, would those proposed extensions have value to advance strong Artificial Intelligence?  For example, does quantum computing go beyond the definition of a Turing machine and resolve the halting problem, and does that help in creating strong AI?</p><br>""",ai
"""<p>What was the first AI that was able to carry on a conversation, with real responses, such as in the famous <a href=""https://www.youtube.com/watch?v=WnzlbyTZsQY"" rel=""nofollow"">'I am not a robot. I am a unicorn' case?</a></p><br><br><p>A 'real response' constitutes a sort-of personalized answer to a specific input by a user.</p><br>""",ai
"""<p>This question stems from quite a few ""informal"" sources. Movies like <em>2001, A Space Odyssey</em> and <em>Ex Machina</em>; books like <em>Destination Void</em> (Frank Herbert), and others suggest that general intelligence <em>wants</em> to survive, and even learn the importance for it.</p><br><br><p>There may be several arguments for survival. What would be the most prominent?</p><br>""",ai
"""<p>Identifying sarcasm is considered as one of the most difficult open-ended problems in the domain of ML and NLP.</p><br><br><p>So, was there any considerable research done in that front? If yes, then what is the accuracy like? Please also explain the NLP model briefly.</p><br>""",ai
"""<p>I'd like to know more about <a href=""http://ai.stackexchange.com/q/26/8"">implementing emotional intelligence</a>.</p><br><br><p>Given I'm implementing a chat bot and I'd like to introduce the levels of curiosity to measure whether user text input is interesting or not.</p><br><br><p>High level would mean bot is asking more questions and is following the topic, lower level of curiosity makes the bot not asking any questions and changing the topics.</p><br><br><p>Less interesting content could mean the bot doesn't see any opportunity to learn something new or it doesn't understand the topic or doesn't want to talk about it, because of its low quality. </p><br><br><p>How this possibly can be achieved? Are there any examples?</p><br>""",ai
"""<p>Text summarization is a long-standing research problem that was <em>""ignited""</em> by Luhn in 1958. However, a half century later, we still came nowhere close  to solving this problem (abstractive summarization). The reason for this might be because researchers are resorting to statistical (and sometimes linguistic) methods to find &amp; extract the most salient parts of the text.</p><br><br><p>Is summarization problem solvable using AI (neural networks to be precise)? </p><br>""",ai
"""<p>I'd like to know which common file format is more efficient in terms of simplicity and storage space for storing the state of artificial neural network.</p><br><br><p>I'm not talking about memory storage, but file storage, so the data can be loaded later on.</p><br><br><p>My first guess would be XML, but having millions of connections and weights would generate huge amount of data. Another thing would be to dump object instances into binary file using some export/serialize functions, but the disadvantage is that the file isn't common and it's language specific.</p><br><br><p>Are there any common file format standards which can be used for exporting huge artificial neural network into the file to be loaded by another program? If so, which one.</p><br>""",ai
"""<p>What AI techniques does IBM use for its Watson platform, specifically its natural language analysis?</p><br>""",ai
"""<p>I'm investigating the possibility of storing the semantic-lexical connections (such as the relationships to the other words such as phrases and other dependencies, its strength, part of speech, language, etc.) in order to provide analysis of the input text.</p><br><br><p>I assume this has been already done. If so, to avoid reinventing the wheel, is there any efficient method to store and manage such data in some common format which has been already researched and tested?</p><br>""",ai
"""<p>Which objective and measurable tests have been developed to test the intelligence of AI? </p><br><br><p>The classical test is the Turing Test, which has objective criteria and is measurable since it can be measured what percentage of the jury is fooled by the AI.</p><br><br><p>I am looking for other, more modern tests. </p><br>""",ai
"""<p>Unsupervised learning does not involve target values, so basically targets are most likely the same as the inputs (in other words, involves no target values).</p><br><br><p>So how does this model learn?</p><br>""",ai
"""<p>One of the most compelling applications for AI would be in augmenting human biological intelligence. What are some of the currently proposed methods for doing this aside from vague notions such as ""nanobots swimming around our brains and bodies"" or ""electrodes connected to our skulls""?</p><br>""",ai
"""<p>Given list of fixed numbers from a mathematical constant such as Pi, is it is possible to train AI to attempt to predict the next numbers?</p><br><br><p>Which AI or neural network would be more suitable for this task? </p><br><br><p>Especially the one which will work without memorizing the entire training set, but the one which will attempt to find some patterns or statistical association.</p><br>""",ai
"""<p>What are the main differences between two types of feedforward networks such as <em>multilayer perceptrons</em> (MLP) and <em>radial basis function</em> (RBF)?</p><br><br><p>What are the fundamental differences between these two types?</p><br>""",ai
"""<p>According to my knowledge most of the current artificial intelligence study uses of some kind of neural network or its variants. A good example would be DeepMind's alphago which I believe is a deep neural network, for vision CNN, text, music and other ordered features RNN's, etc. But for machine learning application we have neural networks, support vector machines, random forest, regression methods, etc. available for applications. </p><br><br><p>So are neural networks and its variants the only way to reach ""true"" artificial intelligence? </p><br>""",ai
"""<p>I'm interested in hardware implementation of ANNs (artificial neural networks). Are there any popular existing technology implementations in form of microchips which are purpose designed to run artificial neural networks? For example, a chip which is optimised for an application like image recognition or something similar?</p><br>""",ai
"""<p>I've noticed that a few questions on this site mention genetic algorithms and it made me realize that I don't really know much about those.</p><br><br><p>I have heard the term before, but it's not something I've ever used, so I don't have much idea about how they work and what they are good for. All I know is that they involve some sort of evolution and randomly changing values.</p><br><br><p>Can you give me a short explanation, preferably including some sort of practical example that illustrates the basic principles?</p><br>""",ai
"""<p>In detective novels, the point is often that the reader gets enough information to solve the crime themselves. This ""puzzle"" aspect of detective novels is part of the attraction.</p><br><br><p>Often the difficulty for humans is to keep track of all the variables - events, items, motivations.<br><br>An AI would have an easier time keeping track of all the details, but would rely on real-world knowledge to prevent making crazy mistakes. For example, if it was stated that a character took the train, the AI would need to know that this is a method of transportation - that it changes the location property of an agent over time.</p><br><br><p>Has an AI ever been able to solve a detective mystery?</p><br>""",ai
"""<p>In 1969, Seymour Papert and Marvin Minsky showed that Perceptrons could not learn the XOR function.  </p><br><br><p>This was solved by the backpropagation network with at least one hidden layer. This type of network can learn the XOR function.</p><br><br><p>I believe I was once taught that every problem that could be learnt by a backpropagation neural network with multiple hidden layers, could also be learnt by a backpropagation neural network with a single hidden layer. (Although possible a nonlinear activation function was required).</p><br><br><p>However, it is unclear to me what the limits are to backpropagation neural networks themselves. Which patterns <strong>cannot</strong> be learnt by a backpropgation neural network?</p><br>""",ai
"""<p>Over the last 50 years, the rise/fall/rise in popularity of neural nets has acted as something of a 'barometer' for AI research.</p><br><br><p>It's clear from the questions on this site that people are interested in applying Deep Learning (DL) to a wide variety of difficult problems.</p><br><br><p>I therefore have two questions:</p><br><br><ol><br><li>Practitioners - What do you find to be the main obstacles to<br>applying DL 'out of the box' to your problem? </li><br><li>Researchers - What<br>techniques do you use (or have developed) that might help address<br>practical issues? Are they within DL or do they offer an<br>alternative approach?</li><br></ol><br>""",ai
"""<p>Is it possible for <em>unsupervised learning</em> to learn about high-level, class-specific features given only unlabelled images? For example detecting human or animal faces? If so, how?</p><br>""",ai
"""<p>On the Wikipedia page we can read the basic structure of an artificial neuron (a model of biological neurons) which consist:</p><br><br><ul><br><li>Dendrites - acts as the input vector,</li><br><li>Soma - acts as the summation function,</li><br><li>Axon - gets its signal from the summation behavior which occurs inside the soma.</li><br></ul><br><br><p>I've checked <a href=""https://en.wikipedia.org/wiki/Deep_learning"" rel=""nofollow"">Deep learning</a> wiki page, but I couldn't find any references to dendrites, soma or axons.</p><br><br><p>So my question is, which type of artificial neural network implements or can mimic such model most closely?</p><br>""",ai
"""<p>Have there been any studies which attempted to use AI algorithms to detect human thoughts or emotions based on brain activity, such as using <a href=""https://en.wikipedia.org/wiki/Brain%E2%80%93computer_interface#EEG-based"" rel=""nofollow"">BCI/EEG devices</a>?</p><br><br><p>By this, I mean simple guesses such as whether the person was happy or angry, or what object (e.g. banana, car) they were thinking about.</p><br><br><p>If so, did any of those studies show some degree of success?</p><br>""",ai
"""<p>Has there been any attempts to deploy AI with blockchain technology? </p><br><br><p>Are there any decentralized examples of AI networks with no central point of control with AI nodes acting independently (but according to a codified set of rules) creating, validating and storing the same shared decentralized database in many locations around the world?</p><br>""",ai
"""<p>In their famous book entitled ""<em>Perceptrons: An Introduction to Computational Geometry</em>"", Minsky and Papert show that a perceptron can't solve the XOR problem. This contributed to the first AI winter, resulting in funding cuts for neural networks. However, now we know that a multilayer perceptron can solve the XOR problem easily.</p><br><br><p>Backprop wasn't known at the time, but did they know about manually building multilayer perceptrons? Did Minsky &amp; Papert know that multilayer perceptrons could solve XOR at the time they wrote the book, albeit not knowing how to train it?</p><br>""",ai
"""<p>Deep Mind has published a lot of works on deep learning in the last years, most of them state-of-the-art on their respective tasks. But how much of this work has actually been reproduced by the AI community? For instance, the Neural Turing Machine paper seems to be very hard to reproduce, according to other researchers.</p><br>""",ai
"""<p>Geoffrey Hinton has been researching something he calls ""capsules theory"" in neural networks. What is this and how does it work?</p><br>""",ai
"""<p>During my research, I've stumbled upon ""complex-valued neural networks"", which are neural networks that work with complex-valued inputs (probably weights too). What are the advantages (or simply the applications) of this kind of neural network over real-valued neural networks?</p><br>""",ai
"""<p>The <a href=""http://fabelier.org/novelty-search-and-open-ended-evolution-by-ken-stanley/"" rel=""nofollow"">author</a> claims that guiding evolution by novelty alone (without explicit goals) can solve problems even better than using explicit goals. In other words, using a novelty measure as a fitness function for a genetic algorithm works better than a goal-directed fitness function. How is that possible?</p><br>""",ai
"""<p>Quote from this <a href=""http://meta.ai.stackexchange.com/a/46/8"">Eric's meta post</a> about modelling and implementation:</p><br><br><blockquote><br>  <p>They are not exactly the same, although strongly related. This was a very difficult lesson to learn among mathematicians and early programmers, notably in the 70s (mathematical proofs can demand a lot of non-trivial programming work to make them ""computable"", as in runnable on a computer).</p><br></blockquote><br><br><p>If they're not the same, what is the difference?</p><br><br><p>How we can say when we're talking about AI implementation, and when about modelling? It's suggested above it's not easy task. So where we can draw the line when we talk about it?</p><br><br><p>I'm asking in general, not specifically for this site, that's why I haven't posted question in meta</p><br>""",ai
